"STATE","COUNTY","STNAME","CTYNAME","TOT_POP","TOT_MALE","TOT_FEMALE","WA_MALE","WA_FEMALE","BA_MALE","BA_FEMALE","IA_MALE","IA_FEMALE","AA_MALE","AA_FEMALE","H_MALE","H_FEMALE","white_alone_perc","black_alone_perc","american_indian_alone_perc","asian_alone_perc","hispanic_perc"
31,141,"Nebraska","Platte County",33470,17009,16461,16096,15675,254,180,230,224,206,168,3615,3206,0.949238123692859,0.0129668359725127,0.013564386017329,0.0111741858380639,0.203794442784583
31,143,"Nebraska","Polk County",5213,2602,2611,2532,2542,8,11,24,16,4,8,177,145,0.973335891041627,0.00364473431805103,0.00767312488010742,0.00230193746403223,0.0617686552848648
31,145,"Nebraska","Red Willow County",10724,5349,5375,5113,5186,89,46,44,50,24,24,320,283,0.960369265199552,0.0125885863483775,0.00876538604998135,0.00447594181275643,0.0562290190227527
31,147,"Nebraska","Richardson County",7865,3957,3908,3664,3649,27,10,138,125,15,20,84,62,0.929815638906548,0.00470438652256834,0.0334392879847425,0.00445009535918627,0.0185632549268913
31,149,"Nebraska","Rock County",1357,676,681,661,666,2,2,10,4,2,3,10,16,0.97789240972734,0.00294767870302137,0.0103168754605748,0.00368459837877671,0.0191599115696389
31,151,"Nebraska","Saline County",14224,7318,6906,6677,6308,146,110,113,122,221,216,2016,1761,0.912893700787402,0.0179977502812148,0.0165213723284589,0.03072272215973,0.265537120359955
31,153,"Nebraska","Sarpy County",187196,93867,93329,83281,83003,4512,3697,717,743,2197,2773,9841,9020,0.888288211286566,0.0438524327442894,0.00779931195111007,0.0265497126006966,0.100755358020471
31,155,"Nebraska","Saunders County",21578,10950,10628,10621,10301,76,49,56,53,44,52,281,237,0.969598665307257,0.0057929372509037,0.00505144128278803,0.00444897580869404,0.0240059319677449
31,157,"Nebraska","Scotts Bluff County",35618,17319,18299,16024,16980,280,165,594,647,135,177,4323,4282,0.926610140939974,0.0124936829692852,0.0348419338536695,0.00875961592453254,0.24159133022629
31,159,"Nebraska","Seward County",17284,8842,8442,8539,8181,90,41,47,48,38,52,266,186,0.967368664660958,0.00757926405924554,0.00549641286739181,0.00520712797963434,0.0261513538532747
31,161,"Nebraska","Sheridan County",5246,2588,2658,2170,2236,10,10,293,289,10,13,168,150,0.839878002287457,0.00381242851696531,0.11094166984369,0.0043842927945101,0.0606176134197484
31,163,"Nebraska","Sherman County",3001,1473,1528,1450,1498,6,4,7,4,4,9,34,33,0.982339220259913,0.00333222259246918,0.00366544485171609,0.00433188937020993,0.0223258913695435
31,165,"Nebraska","Sioux County",1166,603,563,576,540,3,1,9,9,2,1,31,31,0.957118353344768,0.00343053173241852,0.0154373927958834,0.00257289879931389,0.0531732418524871
31,167,"Nebraska","Stanton County",5920,3004,2916,2896,2816,30,27,29,22,12,13,198,137,0.964864864864865,0.00962837837837838,0.00861486486486487,0.00422297297297297,0.0565878378378378
31,169,"Nebraska","Thayer County",5003,2482,2521,2423,2443,7,14,9,15,9,7,87,69,0.972616430141915,0.00419748151109334,0.00479712172696382,0.00319808115130921,0.0311812912252648
31,171,"Nebraska","Thomas County",722,365,357,343,347,4,5,11,2,1,1,17,11,0.955678670360111,0.0124653739612188,0.018005540166205,0.00277008310249307,0.038781163434903
31,173,"Nebraska","Thurston County",7224,3573,3651,1358,1336,22,14,2058,2185,28,20,241,209,0.372923588039867,0.00498338870431894,0.58734772978959,0.00664451827242525,0.0622923588039867
31,175,"Nebraska","Valley County",4158,2073,2085,2030,2035,7,10,4,9,6,11,93,50,0.977633477633478,0.00408850408850409,0.00312650312650313,0.00408850408850409,0.0343915343915344
31,177,"Nebraska","Washington County",20729,10397,10332,10046,10031,94,76,59,35,51,41,340,277,0.968546480775725,0.00820107096338463,0.00453470982681268,0.00443822663900815,0.029765063437696
31,179,"Nebraska","Wayne County",9385,4712,4673,4473,4460,106,58,36,43,23,37,307,308,0.951838039424614,0.0174746936600959,0.00841768779968034,0.00639318060735216,0.0655301012253596
31,181,"Nebraska","Webster County",3487,1734,1753,1675,1676,10,8,8,11,6,9,93,97,0.960997992543734,0.00516203039862346,0.00544880986521365,0.00430169199885288,0.0544880986521365
31,183,"Nebraska","Wheeler County",783,398,385,389,376,0,0,2,2,0,3,7,5,0.977011494252874,0,0.00510855683269476,0.00383141762452107,0.0153256704980843
31,185,"Nebraska","York County",13679,6702,6977,6410,6602,96,124,46,70,38,67,334,384,0.951239125667081,0.0160830470063601,0.00848015205789897,0.00767599970758096,0.0524892170480298
32,1,"Nevada","Churchill County",24909,12657,12252,10656,10283,378,256,659,723,317,430,1859,1747,0.840619856276848,0.0254526476374001,0.0554819543137019,0.0299891605443815,0.144766951704203
32,3,"Nevada","Clark County",2266715,1130230,1136485,800797,775210,144257,151691,14225,13833,105857,128896,361496,355782,0.695282380008073,0.130562510064124,0.012378265463457,0.103565291622458,0.31643942886512
32,5,"Nevada","Douglas County",48905,24552,24353,22573,22219,252,226,558,542,377,538,3336,3111,0.915898169921276,0.00977405173295164,0.0224925876699724,0.0187097433800225,0.131827011553011
32,7,"Nevada","Elko County",52778,27428,25350,24218,22282,454,242,1655,1745,291,362,6909,6109,0.881048921899276,0.0131873128955247,0.0644207813861836,0.0123725794838759,0.246655803554511
32,9,"Nevada","Esmeralda County",873,474,399,399,342,22,8,31,31,5,0,91,77,0.848797250859107,0.0343642611683849,0.0710194730813287,0.00572737686139748,0.192439862542955
32,11,"Nevada","Eureka County",2029,1084,945,994,869,16,9,35,30,10,11,155,113,0.918186298669295,0.0123213405618531,0.0320354854608181,0.0103499260719566,0.132084770823066
32,13,"Nevada","Humboldt County",16831,8748,8083,7851,7253,123,58,412,412,75,78,2398,2238,0.897391717663835,0.0107539658962628,0.0489572812072961,0.00909036896203434,0.275444120967263
32,15,"Nevada","Lander County",5532,2846,2686,2541,2388,30,23,178,147,19,45,676,605,0.890997830802603,0.00958062183658713,0.0587490961677513,0.0115690527838033,0.231561822125813
32,17,"Nevada","Lincoln County",5183,2770,2413,2481,2250,142,29,49,47,17,21,229,176,0.912791819409608,0.0329924754003473,0.0185220914528265,0.00733166120007718,0.078140073316612
32,19,"Nevada","Lyon County",57510,29404,28106,26346,25061,485,341,977,979,379,537,5621,4776,0.893879325334724,0.0143627195270388,0.0340114762649974,0.0159276647539558,0.180785950269518
32,21,"Nevada","Mineral County",4505,2232,2273,1545,1544,116,98,375,446,69,86,315,279,0.685682574916759,0.0475027746947836,0.182241953385128,0.0344062153163152,0.131853496115427
32,23,"Nevada","Nye County",46523,23788,22735,21040,20150,1056,668,464,400,284,589,3695,3436,0.885368527395052,0.0370569395782731,0.0185714592782065,0.0187649119790211,0.153279023278808
32,27,"Nevada","Pershing County",6725,4341,2384,3719,2041,285,24,158,156,62,33,1088,580,0.856505576208178,0.0459479553903346,0.0466914498141264,0.0141263940520446,0.248029739776952
32,29,"Nevada","Storey County",4123,2113,2010,1935,1814,43,28,38,41,37,61,167,163,0.909289352413291,0.0172204705311666,0.0191608052389037,0.0237691001697793,0.0800388066941547
32,31,"Nevada","Washoe County",471519,237894,233625,202249,196729,7205,5931,5146,5356,12521,14622,60111,57773,0.846154661848197,0.0278588985809692,0.0222726973886524,0.0575650185888586,0.250009013422577
32,33,"Nevada","White Pine County",9580,5579,4001,4672,3526,441,49,258,232,59,50,993,607,0.855741127348643,0.0511482254697286,0.0511482254697286,0.0113778705636743,0.167014613778706
32,510,"Nevada","Carson City",55916,28687,27229,25187,24388,961,356,858,750,709,719,7245,6644,0.886597753773517,0.023553186923242,0.0287574218470563,0.0255383074611918,0.248390442807068
33,1,"New Hampshire","Belknap County",61303,30277,31026,29140,29890,269,147,119,82,272,435,571,525,0.962921879842748,0.00678596479780761,0.00327879549124839,0.0115328776731971,0.0178784072557624
33,3,"New Hampshire","Carroll County",48910,24176,24734,23432,23979,168,152,81,92,162,212,377,425,0.969351870783071,0.00654262931915764,0.0035371089756696,0.00764669801676549,0.0163974647311388
33,5,"New Hampshire","Cheshire County",76085,37312,38773,35487,37135,399,251,136,109,643,650,767,738,0.954485115331537,0.00854307682197542,0.0032200828021292,0.0169941512781757,0.0197805086416508
33,7,"New Hampshire","Coos County",31563,16587,14976,15965,14467,210,71,82,79,75,125,354,246,0.964166904286665,0.0089028292621107,0.00510090929252606,0.00633653328264107,0.0190095998479232
33,9,"New Hampshire","Grafton County",89886,44388,45498,41118,42037,574,582,176,186,1652,1834,1173,1106,0.925116258371715,0.0128607347084084,0.00402732349865385,0.0387824577798545,0.0253543377166633
33,11,"New Hampshire","Hillsborough County",417025,207455,209570,185687,189227,7281,5950,734,580,9239,9346,15684,14685,0.899020442419519,0.031727114681374,0.00315089023439842,0.0445656735207721,0.0728229722438703
33,13,"New Hampshire","Merrimack County",151391,74715,76676,70176,72172,1430,1222,224,209,1595,1797,1782,1677,0.940267254988738,0.0175175538836523,0.00286014360166721,0.0224055591151389,0.0228481217509627
33,15,"New Hampshire","Rockingham County",309769,153423,156346,145501,148448,1993,1442,355,329,3100,3815,5375,4742,0.948929686314641,0.0110889081864228,0.00220809700131388,0.0223230859124057,0.0326598207051061
33,17,"New Hampshire","Strafford County",130633,64092,66541,58881,61934,1178,692,186,176,2510,2385,1903,1719,0.924842880436031,0.0143149127708925,0.00277112215137063,0.0374713893120421,0.027726531580841
33,19,"New Hampshire","Sullivan County",43146,21368,21778,20479,20942,234,126,94,85,185,268,377,363,0.96001946878042,0.00834376303712975,0.00414870439901729,0.0104992351550549,0.0171510684652111
34,1,"New Jersey","Atlantic County",263670,127591,136079,91696,96287,21108,24073,879,903,10195,11087,25542,25587,0.7129480031858,0.171354344445709,0.00675844806007509,0.0807145295255433,0.193912845602458
34,3,"New Jersey","Bergen County",932202,452666,479536,331931,347371,32626,35905,2310,2198,75092,82928,96215,99782,0.728706868253876,0.0735151823317264,0.0048358617552848,0.169512616364264,0.21025164073881
34,5,"New Jersey","Burlington County",445349,219202,226147,159977,164509,40261,41254,818,702,11523,12595,19847,18159,0.728610595285944,0.183036225522006,0.00341305358269582,0.0541552804654327,0.0853398121473272
34,7,"New Jersey","Camden County",506471,244430,262041,170452,179085,51207,58335,1620,1684,14466,15925,43918,45128,0.690142179907635,0.216284841580268,0.00652357193205534,0.0600054099839872,0.175816581798366
34,9,"New Jersey","Cape May County",92039,44868,47171,40912,43535,2393,2060,183,153,411,532,3863,3589,0.917513228088093,0.0483816642944839,0.00365062636491053,0.0102456567324721,0.0809656775931942
34,11,"New Jersey","Cumberland County",149527,76161,73366,53321,53949,18119,14695,1241,1173,1046,1112,24755,22814,0.717395520541441,0.219452005323453,0.0161442415082226,0.0144321761287259,0.318129836083115
34,13,"New Jersey","Essex County",798975,384574,414401,193658,196859,155566,179195,3088,2998,22356,24700,95745,94268,0.488772489752495,0.418988078475547,0.00761725961388028,0.0588954598078788,0.237820958102569
34,15,"New Jersey","Gloucester County",291636,141846,149790,118284,123848,15547,17255,407,404,4239,4722,9809,9691,0.830254152436599,0.112475826029708,0.00278086381653842,0.0307266592601736,0.0668641731473481
34,17,"New Jersey","Hudson County",672391,334987,337404,218089,217106,47789,51604,3884,3623,55191,55337,141295,145686,0.64723501653056,0.147820241496391,0.011164634862751,0.16438054643801,0.426806724063826
34,19,"New Jersey","Hunterdon County",124371,61339,63032,55726,57427,1775,1603,131,128,2681,2827,4369,4325,0.909802124289424,0.0271606725040403,0.00208247903450161,0.0442868514364281,0.0699037556986757
34,21,"New Jersey","Mercer County",367430,179755,187675,114758,117669,37281,41667,1194,1069,21464,22293,35418,32406,0.63257491222818,0.214865416541926,0.00615899627139863,0.119089350352448,0.184590262090738
34,23,"New Jersey","Middlesex County",825062,407262,417800,243658,252200,47868,50731,2846,2636,103166,102422,90641,91467,0.600994834327602,0.119504958415246,0.00664434915194252,0.249178849589485,0.220720382225821
34,25,"New Jersey","Monmouth County",618795,301063,317732,256128,268323,21672,24551,893,825,16575,18039,34813,34117,0.847535936780355,0.0746984057725095,0.00277636373920281,0.0559377499818195,0.111393918826106
34,27,"New Jersey","Morris County",491845,241921,249924,201053,207487,9277,9548,781,774,25986,27255,34520,33627,0.830627535097439,0.0382742530675314,0.00316156512722504,0.108247517002308,0.138553812684891
34,29,"New Jersey","Ocean County",607186,293290,313896,272030,291098,10639,11212,896,727,5405,6433,29403,28415,0.927439038449503,0.035987325135955,0.00267298653131001,0.0194964969548046,0.0952228806329527
34,31,"New Jersey","Passaic County",501826,244877,256949,184876,190998,35169,39658,3806,3667,13756,14903,106619,108710,0.749012605963023,0.149109452280272,0.0148916158190289,0.0571094363384918,0.429090959814757
34,33,"New Jersey","Salem County",62385,30547,31838,24854,25718,4408,4830,217,168,294,368,3247,2841,0.810643584194919,0.148080468061233,0.00617135529374048,0.0106115252063797,0.0975875611124469
34,35,"New Jersey","Somerset County",328934,160930,168004,109958,114125,16788,17872,668,554,30006,31781,25531,24530,0.681240005593827,0.105370682264527,0.00371503097885898,0.187840113822226,0.152191625067643
34,37,"New Jersey","Sussex County",140488,69803,70685,65007,66014,2003,1730,202,190,1318,1545,6427,6477,0.93261346164797,0.0265716644837993,0.00279027390239736,0.0203789647514378,0.0918512613176926
34,39,"New Jersey","Union County",556341,271901,284440,186438,188510,61786,70377,2290,2100,15082,16711,92122,90430,0.67395356445058,0.237557541148325,0.00789084392485903,0.0571466061282559,0.328129690243933
34,41,"New Jersey","Warren County",105267,51574,53693,45909,47971,3005,3015,211,188,1492,1551,5406,5290,0.891827448298137,0.0571879126411886,0.00379036165179971,0.0289074448782619,0.101608291297368
35,1,"New Mexico","Bernalillo County",679121,332835,346286,279438,290455,12896,11237,20496,22583,8870,10865,167035,174592,0.839162682349684,0.0355356409240769,0.0634334676736546,0.0290596226592905,0.503042903989127
35,3,"New Mexico","Catron County",3527,1877,1650,1730,1513,18,10,69,71,3,6,387,283,0.919478310178622,0.00793875815140346,0.0396937907570173,0.00255174369152254,0.189963141480011
